device_id,timestamp,temperature,humidity,air_quality,particle_count,particle_size,shape,type,location,status
TempSensor_10,2024-12-01 14:06:28.452506,27.4,56.94,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452515,26.12,41.47,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.452524,23.76,34.65,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452533,22.38,35.88,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.452542,27.43,45.65,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.452551,20.41,46.95,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452560,29.84,46.05,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.452569,29.77,55.84,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452577,29.24,33.63,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452585,20.44,52.96,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.452594,26.14,31.5,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452601,20.07,32.7,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.452617,27.27,55.5,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.452627,25.71,31.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.452636,25.84,31.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452644,21.96,35.34,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452653,22.2,39.22,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452661,29.97,30.86,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.452670,21.07,38.07,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.452678,22.75,33.21,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.452687,26.53,34.4,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452696,26.09,51.99,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.452704,22.52,33.98,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452713,20.81,48.19,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.452722,24.55,59.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.452731,22.67,59.41,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.452740,22.62,51.39,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.452750,22.31,58.89,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.452759,29.12,50.85,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452768,22.96,46.31,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452777,29.33,48.39,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452786,26.17,52.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.452795,23.05,32.08,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.452804,27.4,47.78,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.452813,28.61,40.39,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.452822,26.28,46.68,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.452831,21.11,39.02,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.452840,27.16,45.27,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.452849,23.45,52.77,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452857,29.33,35.68,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452866,27.24,42.06,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452875,25.03,38.82,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452884,24.43,56.89,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.452894,25.98,34.88,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.452903,21.03,58.83,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.452913,21.35,48.91,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452923,23.54,37.15,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452932,26.86,50.26,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.452940,21.88,45.43,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.452949,26.55,58.02,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.452957,22.8,40.2,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.452966,26.38,56.1,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.452974,24.63,43.68,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.452983,27.01,39.59,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.452991,29.34,50.37,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453000,28.09,36.37,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453009,24.74,45.04,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453019,23.97,54.9,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453027,21.09,59.7,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453036,26.22,35.78,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453045,25.77,40.78,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453054,28.56,56.18,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453063,21.0,31.5,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453073,23.77,33.78,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453081,21.64,37.06,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453090,22.14,54.36,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453099,28.6,57.65,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453107,28.09,34.65,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453115,22.29,51.49,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453123,27.76,57.43,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453132,25.38,34.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453140,24.96,36.24,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453149,21.7,39.58,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453158,26.64,30.3,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453168,20.9,48.8,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453176,25.84,57.42,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453185,29.22,30.61,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453194,25.89,38.31,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453202,22.2,33.66,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453211,27.1,31.15,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453220,27.04,38.01,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453229,27.51,53.59,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453238,23.46,41.54,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453247,23.63,30.9,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453256,21.71,47.52,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453265,25.09,34.99,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453274,22.52,56.37,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453283,22.43,38.49,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453291,27.4,37.03,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453301,27.32,37.53,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453326,28.11,38.14,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453334,26.01,33.39,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453342,24.15,57.81,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453351,29.56,43.2,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453360,26.69,34.15,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453369,29.84,37.25,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453378,29.43,37.38,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453387,24.47,32.47,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453397,28.2,49.92,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453406,27.36,37.94,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453416,28.52,42.99,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453425,26.07,32.59,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453433,28.31,40.08,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453442,20.89,34.89,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453451,22.08,35.64,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453460,23.04,40.9,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453469,29.49,30.61,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453478,24.31,55.21,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453487,20.67,47.79,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453496,29.15,46.7,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453504,26.02,45.72,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453513,25.22,40.19,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453522,22.07,40.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453531,24.53,40.04,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453540,27.42,48.98,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453548,25.67,52.4,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453557,20.11,55.01,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453566,26.13,41.29,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453575,21.57,40.05,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453584,24.29,55.61,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453593,26.92,35.34,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453602,29.96,54.3,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453617,26.45,30.7,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453627,28.91,38.39,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453636,24.27,39.59,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453645,24.39,33.66,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453653,21.2,32.73,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453662,21.83,57.97,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453669,23.46,48.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453678,26.99,59.16,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453687,25.55,31.14,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453697,28.31,57.83,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453706,23.69,50.03,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453715,21.21,54.98,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453724,27.83,55.19,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453733,29.87,39.47,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453741,23.02,54.37,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453750,23.89,58.6,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453759,25.89,50.73,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453768,25.88,37.87,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453776,25.81,50.24,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.453786,28.52,33.55,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453794,21.08,31.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453803,29.22,50.14,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453812,28.42,36.53,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453821,28.43,30.73,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453829,29.89,35.93,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453838,20.64,35.73,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453846,20.32,55.67,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453855,25.39,53.34,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453864,24.28,34.6,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.453872,28.34,52.48,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.453882,23.21,41.6,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453892,21.87,37.64,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453901,27.32,35.89,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453910,25.36,47.9,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.453919,23.24,34.2,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453928,21.46,54.78,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.453936,28.94,39.24,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453945,25.66,54.54,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.453953,25.81,43.68,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.453962,22.24,41.38,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.453971,22.74,44.33,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.453980,26.68,37.04,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453989,27.86,47.33,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.453998,20.61,35.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454007,28.13,58.87,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454015,20.99,35.49,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.454024,23.26,50.19,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.454033,24.56,45.53,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454042,22.78,37.77,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454051,28.68,59.8,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454059,20.13,39.88,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454067,28.99,45.4,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454074,24.29,30.53,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.454082,29.58,55.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454089,20.37,55.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454097,28.35,56.02,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454106,26.43,36.46,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454113,26.08,40.87,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454122,22.86,47.57,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454131,25.06,37.48,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454140,23.31,31.15,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454148,23.47,42.48,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454158,27.03,56.35,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454166,24.15,39.41,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.454175,25.35,50.56,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.454185,27.44,55.31,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454193,25.19,54.91,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.454202,29.06,30.54,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454211,25.79,54.98,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454219,23.64,42.98,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454227,20.25,56.75,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.454235,23.47,44.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_2,2024-12-01 14:06:28.454243,28.83,30.66,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454251,25.24,41.12,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454260,20.84,33.99,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454268,29.72,35.02,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454276,24.13,51.48,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454285,21.0,53.11,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454294,21.33,44.96,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454303,23.61,48.33,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454338,23.43,55.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454348,21.77,55.84,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454356,27.17,40.59,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454365,29.66,33.75,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.454374,29.09,48.15,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.454382,21.15,51.14,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454390,28.72,30.19,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454400,29.05,49.54,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454409,25.2,47.04,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454417,22.48,49.86,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454426,24.92,46.1,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454436,26.13,31.77,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454445,21.72,39.16,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454454,23.94,53.26,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454463,21.05,48.15,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454472,23.12,36.99,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454480,25.37,42.73,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454489,23.12,30.68,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454498,26.52,40.0,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454507,29.77,34.1,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454516,29.21,35.55,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454524,20.92,41.37,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454534,21.34,40.29,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454542,23.47,40.43,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454551,21.58,40.22,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454560,29.91,31.96,,,,,Temperature Sensor,Unknown,Active
TempSensor_3,2024-12-01 14:06:28.454569,21.29,34.63,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454578,20.48,39.17,,,,,Temperature Sensor,Unknown,Active
TempSensor_4,2024-12-01 14:06:28.454586,26.63,48.04,,,,,Temperature Sensor,Unknown,Active
TempSensor_9,2024-12-01 14:06:28.454595,28.04,43.05,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454604,29.82,44.43,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454622,23.29,55.02,,,,,Temperature Sensor,Unknown,Active
TempSensor_10,2024-12-01 14:06:28.454631,20.79,31.28,,,,,Temperature Sensor,Unknown,Active
TempSensor_8,2024-12-01 14:06:28.454640,29.05,46.49,,,,,Temperature Sensor,Unknown,Active
TempSensor_6,2024-12-01 14:06:28.454649,22.76,42.2,,,,,Temperature Sensor,Unknown,Active
TempSensor_1,2024-12-01 14:06:28.454658,22.38,49.77,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454667,25.65,45.94,,,,,Temperature Sensor,Unknown,Active
TempSensor_5,2024-12-01 14:06:28.454676,20.85,55.81,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454685,22.56,35.36,,,,,Temperature Sensor,Unknown,Active
TempSensor_7,2024-12-01 14:06:28.454693,29.97,40.14,,,,,Temperature Sensor,Unknown,Active
